evidence_candidate_id,parent_candidate_id,pmid,pmcid,clinical_node_id,ingredient,title,source_path,source_sha256,section_title,locator,evidence_text,signal_types,dose_mentions,population_mentions,duration_mentions,design_signals,ai_relevance_score,reviewer_id,review_status,human_verification_required
AI-FT-EV-K2-37447150-01,EV-K2-37447150,37447150,PMC10343656,K2,vitamin B6,The Role of Vitamin B6 in Peripheral Neuropathy: A Systematic Review.,research_v3/full_text/oa_xml/PMC10343656.xml,ef9280702f4cebec544c144001ce31baac98223c700dc960942524ed30190cf3,3. Results > 3.2. Neuropathy due to B6 Deficiency,"PMC10343656, 3. Results > 3.2. Neuropathy due to B6 Deficiency, p29",Patients were asked to respond to a questionnaire that focused mainly on two symptoms: burning and painful paresthesia. Twelve of the 66 patients in the study reported having at least one sensory problem.,sensory;paresthesia;risk,,,,,9,codex_ai,ai_extracted_not_human_verified,true
AI-FT-EV-K2-37447150-02,EV-K2-37447150,37447150,PMC10343656,K2,vitamin B6,The Role of Vitamin B6 in Peripheral Neuropathy: A Systematic Review.,research_v3/full_text/oa_xml/PMC10343656.xml,ef9280702f4cebec544c144001ce31baac98223c700dc960942524ed30190cf3,4. Conclusions,"PMC10343656, 4. Conclusions, p52","Higher vitamin B6 levels, which usually occur following the taking of nutritional supplements, may lead to the development of a predominantly, if not exclusively, sensory neuropathy of the axonal type.",neuropathy;sensory,,,,,6,codex_ai,ai_extracted_not_human_verified,true
AI-FT-EV-K2-37447150-03,EV-K2-37447150,37447150,PMC10343656,K2,vitamin B6,The Role of Vitamin B6 in Peripheral Neuropathy: A Systematic Review.,research_v3/full_text/oa_xml/PMC10343656.xml,ef9280702f4cebec544c144001ce31baac98223c700dc960942524ed30190cf3,4. Conclusions,"PMC10343656, 4. Conclusions, p51","Low vitamin B6 levels can be seen in patients suffering from peripheral neuropathy of various etiologies. However, this finding is due either to overall poor nutritional status (which means low levels of other vitamins, deficiencies in which can cause PN, such as B12) or to an adverse effect of treatments that these patients received for conditions that can lead to neuropathy, such as diabetes or chronic renal failure.",neuropathy;adverse effect,,,,,6,codex_ai,ai_extracted_not_human_verified,true
AI-FT-EV-K2-37447150-04,EV-K2-37447150,37447150,PMC10343656,K2,vitamin B6,The Role of Vitamin B6 in Peripheral Neuropathy: A Systematic Review.,research_v3/full_text/oa_xml/PMC10343656.xml,ef9280702f4cebec544c144001ce31baac98223c700dc960942524ed30190cf3,3. Results > 3.3. Neuropathy due to B6 Toxicity,"PMC10343656, 3. Results > 3.3. Neuropathy due to B6 Toxicity, p36","All patients received supplementation with multivitamin tablets that included vitamin B1 (100 mgs daily), vitamin B6 (200 mgs daily), and vitamin B12 (200 μg daily). B6 levels in the PN group were higher than normal, which was unsurprising considering the high dose of B6 supplementation of 200 mg a day, which is much higher than the upper limit of 100 mg/day set by the FDA, whereas those in the control group were within normal limits.",risk,200 μg daily;200 mg;100 mg/day,,18 months,case-control,6,codex_ai,ai_extracted_not_human_verified,true
AI-FT-EV-K2-37447150-05,EV-K2-37447150,37447150,PMC10343656,K2,vitamin B6,The Role of Vitamin B6 in Peripheral Neuropathy: A Systematic Review.,research_v3/full_text/oa_xml/PMC10343656.xml,ef9280702f4cebec544c144001ce31baac98223c700dc960942524ed30190cf3,3. Results > 3.3. Neuropathy due to B6 Toxicity,"PMC10343656, 3. Results > 3.3. Neuropathy due to B6 Toxicity, p35","studied prospectively over 12 weeks 144 patients with multidrug-resistant tuberculosis treated with terizidone to determine risk factors for PN [14]. Since cycloserine and its structural analogue terizidone have been linked to PN, high-dose pyridoxine (150 or 200 mg daily) was administered as prophylaxis for terizidone-related pyridoxine deficiency.",risk,200 mg daily;150 mg;200 mg,,12 weeks;38.5 days;43 days,,6,codex_ai,ai_extracted_not_human_verified,true
AI-FT-EV-K2-37697258-01,EV-K2-37697258,37697258,PMC10494335,K2,vitamin B6,Can vitamin B6 alleviate the adverse reactions of quadruple anti-Helicobacter pylori regimen? : randomized controlled trial.,research_v3/full_text/oa_xml/PMC10494335.xml,c7bcb1501332d836e7afe77f8e17f32ef72a6c126419afdb8dea3a26c4c88986,Discussion,"PMC10494335, Discussion, Par33","In the study by Villegas Salas et al., the non-toxicity of vitamin B6 was confirmed after exploring whether vitamin B6 can reduce the adverse effects of oral contraceptives [11]. pylori infection between the conventional treatment group and the vitamin B6 treatment group, which also confirmed the non-toxicity of vitamin B6 during eradication treatment.",toxicity;adverse effect,,,,,6,codex_ai,ai_extracted_not_human_verified,true
AI-FT-EV-K2-37697258-02,EV-K2-37697258,37697258,PMC10494335,K2,vitamin B6,Can vitamin B6 alleviate the adverse reactions of quadruple anti-Helicobacter pylori regimen? : randomized controlled trial.,research_v3/full_text/oa_xml/PMC10494335.xml,c7bcb1501332d836e7afe77f8e17f32ef72a6c126419afdb8dea3a26c4c88986,Introduction,"PMC10494335, Introduction, Par10","Vitamin B6 is currently recommended for the treatment of the side effects of oral contraceptives and to relieve symptoms such as nausea, headache, vomiting, dizziness, depression, and irritability [11]. Besides, previous studies have shown that supplementation of vitamin B6 20 mg ~ 50 mg per day can improve mild cognitive impairment [13, 14].",side effect,20 mg;50 mg per day,,,double-blind;trial,5,codex_ai,ai_extracted_not_human_verified,true
AI-FT-EV-K2-37697258-03,EV-K2-37697258,37697258,PMC10494335,K2,vitamin B6,Can vitamin B6 alleviate the adverse reactions of quadruple anti-Helicobacter pylori regimen? : randomized controlled trial.,research_v3/full_text/oa_xml/PMC10494335.xml,c7bcb1501332d836e7afe77f8e17f32ef72a6c126419afdb8dea3a26c4c88986,Materials and methods > Study protocol > Sample size,"PMC10494335, Materials and methods > Study protocol > Sample size, Par21","According to the previous data with a small sample size, the estimated rate of adverse events around 70% in the conventional treatment group and 55% in the vitamin B6 supplement treatment group, it was calculated [15] that 143 cases were needed in the conventional treatment group, and according to the 1:1 allocation, a total of 286 cases were needed in the two groups.",adverse event,,,,,3,codex_ai,ai_extracted_not_human_verified,true
AI-FT-EV-K2-37697258-04,EV-K2-37697258,37697258,PMC10494335,K2,vitamin B6,Can vitamin B6 alleviate the adverse reactions of quadruple anti-Helicobacter pylori regimen? : randomized controlled trial.,research_v3/full_text/oa_xml/PMC10494335.xml,c7bcb1501332d836e7afe77f8e17f32ef72a6c126419afdb8dea3a26c4c88986,"Materials and methods > Study protocol > Grouping, treatment, and follow-up","PMC10494335, Materials and methods > Study protocol > Grouping, treatment, and follow-up, Par17","Adverse events, concomitant medications, and treatment compliance were also assessed.",adverse event,,,,,3,codex_ai,ai_extracted_not_human_verified,true
AI-FT-EV-K2-37697258-05,EV-K2-37697258,37697258,PMC10494335,K2,vitamin B6,Can vitamin B6 alleviate the adverse reactions of quadruple anti-Helicobacter pylori regimen? : randomized controlled trial.,research_v3/full_text/oa_xml/PMC10494335.xml,c7bcb1501332d836e7afe77f8e17f32ef72a6c126419afdb8dea3a26c4c88986,Introduction,"PMC10494335, Introduction, Par9","In recent years, many clinical studies have found that minocycline and metronidazole can cause severe side effects.",side effect,,,,,3,codex_ai,ai_extracted_not_human_verified,true
AI-FT-EV-K4-37487817-01,EV-K4-37487817,37487817,PMC10509448,K4,magnesium,Perspective: Call for Re-evaluation of the Tolerable Upper Intake Level for Magnesium Supplementation in Adults.,research_v3/full_text/oa_xml/PMC10509448.xml,e101137e5814304cbdefa60b094cfa94d12b39dc3077de8b82be4e101b2e1d5d,Setting and shortcomings of the 1997 UL for Mg,"PMC10509448, Setting and shortcomings of the 1997 UL for Mg, p0050","Because no adverse effects caused by food intake were found, a UL of 350 mg (14.6 mmol)/d as an Mg supplement for adolescents and adults was established based on a lowest observed adverse event level (LOAEL) of 360 mg (15 mmol)/d and an uncertainty factor of 1.0. Six of the studies reviewed in setting the UL documented no gastrointestinal symptoms or complaints [20,[24], [25], [26],28,29], and 2 studies [20,24] did not comment on gastrointestinal complaints.",diarrhea;gastrointestinal;adverse event;adverse effect;side effect;tolerability;harm,350 mg;360 mg;200 mg;250 mg;300 mg;1531 mg;652 mg;4690 mg;476 mg;400 mg;1200 mg;395 mg;384 mg;576 mg;750 mg,men;Men;women;woman;Adult;elderly;Pregnant;Postmenopausal,,randomized;double-blind;placebo;trial,24,codex_ai,ai_extracted_not_human_verified,true
AI-FT-EV-K4-37487817-02,EV-K4-37487817,37487817,PMC10509448,K4,magnesium,Perspective: Call for Re-evaluation of the Tolerable Upper Intake Level for Magnesium Supplementation in Adults.,research_v3/full_text/oa_xml/PMC10509448.xml,e101137e5814304cbdefa60b094cfa94d12b39dc3077de8b82be4e101b2e1d5d,Introduction,"PMC10509448, Introduction, p0020","In setting a tolerable upper intake level (UL) for magnesium (Mg) in 1997, the US Institute of Medicine (IOM) dietary reference intakes (DRI) Committee did not find any reports of adverse effects attributable to high intakes of naturally occurring Mg in foods [1]. However, the committee noted that 4 studies reported pharmacological or high supplemental doses (>350 mg/d) of Mg salts causing gastrointestinal disturbances such as abdominal cramping and diarrhea.",diarrhea;gastrointestinal;adverse event;adverse effect;safety;risk;harm,350 mg,men;women,,,24,codex_ai,ai_extracted_not_human_verified,true
AI-FT-EV-K4-37487817-03,EV-K4-37487817,37487817,PMC10509448,K4,magnesium,Perspective: Call for Re-evaluation of the Tolerable Upper Intake Level for Magnesium Supplementation in Adults.,research_v3/full_text/oa_xml/PMC10509448.xml,e101137e5814304cbdefa60b094cfa94d12b39dc3077de8b82be4e101b2e1d5d,Recent and needed evidence for re-evaluating the UL for Mg > Methods,"PMC10509448, Recent and needed evidence for re-evaluating the UL for Mg > Methods, p0085","No balance or metabolic unit studies evaluating diarrhea as an a priori adverse event were identified. Seven studies found no significant difference in the occurrence of diarrhea between groups with supplemental Mg intakes of 128–1200 mg/d and control groups [30,[33], [34], [35], [36],38,39].",diarrhea;gastrointestinal;toxicity;adverse event;side effect;risk,1200 mg;70Mg;504 mg;413 mg;972 mg;735Mg;520 mg;410 mg;973 mg;370 mg;332Mg;360 mg;729 mg;1000 mg;365 mg;340 mg;161 mg;215 mg;128 mg;2 Mg;164Mg;86Mg;300 mg;350 mg,Men;women;men;Pregnant;pregnant;infants;Postmenopausal,,randomized;double-blind;placebo;meta-analysis;trial,21,codex_ai,ai_extracted_not_human_verified,true
AI-FT-EV-K4-37487817-04,EV-K4-37487817,37487817,PMC10509448,K4,magnesium,Perspective: Call for Re-evaluation of the Tolerable Upper Intake Level for Magnesium Supplementation in Adults.,research_v3/full_text/oa_xml/PMC10509448.xml,e101137e5814304cbdefa60b094cfa94d12b39dc3077de8b82be4e101b2e1d5d,Recent and needed evidence for re-evaluating the UL for Mg > Methods,"PMC10509448, Recent and needed evidence for re-evaluating the UL for Mg > Methods, p0100","In that study, the Mg supplements were equivalent to 450 mg/d. Only 6 participants out of 164 (ie, <4%) discontinued the study because of gastrointestinal symptoms; 2 of 48 were supplemented with Mg citrate, 2 of 48 were supplemented with Mg sulfate, and 2 of 25 were given placebo.",diarrhea;gastrointestinal;toxicity;side effect,450 mg;1200 mg;350 mg,pregnancy;infant;postmenopausal;women,,placebo,15,codex_ai,ai_extracted_not_human_verified,true
AI-FT-EV-K4-37487817-05,EV-K4-37487817,37487817,PMC10509448,K4,magnesium,Perspective: Call for Re-evaluation of the Tolerable Upper Intake Level for Magnesium Supplementation in Adults.,research_v3/full_text/oa_xml/PMC10509448.xml,e101137e5814304cbdefa60b094cfa94d12b39dc3077de8b82be4e101b2e1d5d,Recent and needed evidence for re-evaluating the UL for Mg > Methods,"PMC10509448, Recent and needed evidence for re-evaluating the UL for Mg > Methods, p0080","Using the same format and criteria utilized by the IOM DRI Committee [1] to establish the 1997 UL for Mg, an updated PubMed search was performed for intervention studies published between 1997 and 2022 that reported on gastrointestinal adverse events in generally healthy adult populations. Studies that included diarrhea as an a priori adverse event as an outcome of interest, and Mg as a single-ingredient product, were included in the review.",diarrhea;gastrointestinal;adverse event;safety,"79,897Mg",adult,,,15,codex_ai,ai_extracted_not_human_verified,true
AI-FT-EV-K5-37736439-01,EV-K5-37736439,37736439,PMC10510946,K5,zinc,Zinc-Induced Copper Deficiency as a Rare Cause of Neurological Deficit and Anemia.,research_v3/full_text/oa_xml/PMC10510946.xml,55ae20aad2ba4b9a477968a686797bb69d4bcbd6a2e382546ba24e12593abbe9,Conclusions,"PMC10510946, Conclusions, p14","After hospitalization for severe anemia, she was found to have zinc-induced hypocupremia, which resolved with copper supplementation. Thus, it is important for providers to be cognizant of the adverse effects of zinc supplementation and consider it a cause in instances such as the one presented in this case, after ruling out more common causes such as gastrointestinal bleeding or stroke.",gastrointestinal;anemia;adverse effect,,elderly,,,10,codex_ai,ai_extracted_not_human_verified,true
AI-FT-EV-K5-37736439-02,EV-K5-37736439,37736439,PMC10510946,K5,zinc,Zinc-Induced Copper Deficiency as a Rare Cause of Neurological Deficit and Anemia.,research_v3/full_text/oa_xml/PMC10510946.xml,55ae20aad2ba4b9a477968a686797bb69d4bcbd6a2e382546ba24e12593abbe9,Case presentation,"PMC10510946, Case presentation, p6","Hemolytic anemia was also ruled out and further labs showed leukopenia and a normal reticulocyte count. The patient was informed that the zinc supplement she had been ingesting daily was potentially the cause of the copper deficiency, and it was recommended that she discontinue use.",copper deficiency;anemia,2 mg,,11 months,,9,codex_ai,ai_extracted_not_human_verified,true
AI-FT-EV-K5-37736439-03,EV-K5-37736439,37736439,PMC10510946,K5,zinc,Zinc-Induced Copper Deficiency as a Rare Cause of Neurological Deficit and Anemia.,research_v3/full_text/oa_xml/PMC10510946.xml,55ae20aad2ba4b9a477968a686797bb69d4bcbd6a2e382546ba24e12593abbe9,Introduction,"PMC10510946, Introduction, p1","These individuals may have variable presentation, which may include, anemia, dizziness, paresthesia, and/or gait disturbances [8].",anemia,,elderly,71 years,,5,codex_ai,ai_extracted_not_human_verified,true
AI-FT-EV-K5-37736439-04,EV-K5-37736439,37736439,PMC10510946,K5,zinc,Zinc-Induced Copper Deficiency as a Rare Cause of Neurological Deficit and Anemia.,research_v3/full_text/oa_xml/PMC10510946.xml,55ae20aad2ba4b9a477968a686797bb69d4bcbd6a2e382546ba24e12593abbe9,Discussion,"PMC10510946, Discussion, p9","Zinc-induced hypocupremia, although relatively uncommon, is an important cause of anemia and/or neurological deficit in the elderly.",anemia,,elderly,,,4,codex_ai,ai_extracted_not_human_verified,true
AI-FT-EV-K5-37736439-05,EV-K5-37736439,37736439,PMC10510946,K5,zinc,Zinc-Induced Copper Deficiency as a Rare Cause of Neurological Deficit and Anemia.,research_v3/full_text/oa_xml/PMC10510946.xml,55ae20aad2ba4b9a477968a686797bb69d4bcbd6a2e382546ba24e12593abbe9,Discussion,"PMC10510946, Discussion, p12","Although the inciting event leading to zinc-induced hypocupremia may differ, the literature suggests that most patients have either normocytic or macrocytic anemia (often in addition to neutropenia and/or leukopenia) with or without neurological deficit [6,8,12].",anemia,,elderly,,,4,codex_ai,ai_extracted_not_human_verified,true
AI-FT-EV-K3-38641845-01,EV-K3-38641845,38641845,PMC11027386,K3,iron,Haem iron versus ferrous iron salts to treat iron deficiency anaemia in Gambian children: protocol for randomised controlled trial {1}.,research_v3/full_text/oa_xml/PMC11027386.xml,a801c310ff571f4361f410911d7852cf47d604b9b04c42ceaad20be52af82c0c,Background {6a and 6B},"PMC11027386, Background {6a and 6B}, Par5","Only 1.7% (2/117) of the women studied developed gastrointestinal adverse effects, and no other side effects were recorded [1]. The present trial will compare the supplementation with 10 mg of haem iron versus ferrous salts in young Gambian children (ages 6–12 months) using a commercially available haem iron polypeptide (HIP) produced by hydrolysis of bovine haemoglobin.",gastrointestinal;adverse effect;side effect,10 mg,children;pregnant;women,26 weeks;3 months;12 months,trial,13,codex_ai,ai_extracted_not_human_verified,true
AI-FT-EV-K3-38641845-02,EV-K3-38641845,38641845,PMC11027386,K3,iron,Haem iron versus ferrous iron salts to treat iron deficiency anaemia in Gambian children: protocol for randomised controlled trial {1}.,research_v3/full_text/oa_xml/PMC11027386.xml,a801c310ff571f4361f410911d7852cf47d604b9b04c42ceaad20be52af82c0c,Methods/design {8} > Statistical plan > Methods for additional analyses (e.g. subgroup analyses) {20b},"PMC11027386, Methods/design {8} > Statistical plan > Methods for additional analyses (e.g. subgroup analyses) {20b}, Par48",Adverse events will be analysed per protocol analysis. The number of adverse events and type of adverse event by treatment group will be reported as detailed in Table 4.,gastrointestinal;adverse event;adverse effect,,,,,9,codex_ai,ai_extracted_not_human_verified,true
AI-FT-EV-K3-38641845-03,EV-K3-38641845,38641845,PMC11027386,K3,iron,Haem iron versus ferrous iron salts to treat iron deficiency anaemia in Gambian children: protocol for randomised controlled trial {1}.,research_v3/full_text/oa_xml/PMC11027386.xml,a801c310ff571f4361f410911d7852cf47d604b9b04c42ceaad20be52af82c0c,Methods/design {8} > Procedure for unblinding if needed {17b},"PMC11027386, Methods/design {8} > Procedure for unblinding if needed {17b}, Par29","Unblinding of the treatment will only be initiated by the Data Safety Monitoring Board (DSMB) on an individual basis in the event of a consistent occurrence of serious adverse events potentially related to the study treatment, raising concerns about potential harm. Causality will be determined through discussions between the principal investigators (PIs), the study clinician with input from the local safety monitor (LSM).",adverse event;safety;harm,,,,,9,codex_ai,ai_extracted_not_human_verified,true
AI-FT-EV-K3-38641845-04,EV-K3-38641845,38641845,PMC11027386,K3,iron,Haem iron versus ferrous iron salts to treat iron deficiency anaemia in Gambian children: protocol for randomised controlled trial {1}.,research_v3/full_text/oa_xml/PMC11027386.xml,a801c310ff571f4361f410911d7852cf47d604b9b04c42ceaad20be52af82c0c,Methods/design {8} > Outcome measures {12},"PMC11027386, Methods/design {8} > Outcome measures {12}, Par40",Safety measures will consist of the incidence of adverse events and serious adverse events per child over the observation period and serum concentrations of inflammatory markers (C-reactive protein/α1-acid glycoprotein) at day 84 and faecal calprotectin.,adverse event;safety,,child,,,7,codex_ai,ai_extracted_not_human_verified,true
AI-FT-EV-K3-38641845-05,EV-K3-38641845,38641845,PMC11027386,K3,iron,Haem iron versus ferrous iron salts to treat iron deficiency anaemia in Gambian children: protocol for randomised controlled trial {1}.,research_v3/full_text/oa_xml/PMC11027386.xml,a801c310ff571f4361f410911d7852cf47d604b9b04c42ceaad20be52af82c0c,Methods/design {8} > Eligibility criteria {10},"PMC11027386, Methods/design {8} > Eligibility criteria {10}, Par25","Any children who are acute or chronically ill, have Hb < 7.0 g/dL, have fever (axillary temperature > 37.5 °C), history of low birth weight (< 1500 g), prematurity (born gestational age < 34 weeks), are planning to use of vitamin supplements or have any condition that in the opinion of the investigator or clinical team might compromise the safety or well-being of the participant or compromise adherence to protocol procedures will be excluded.",safety,1500 g,children;Children,12 months;34 weeks,,7,codex_ai,ai_extracted_not_human_verified,true
AI-FT-EV-K1-38787821-01,EV-K1-38787821,38787821,PMC11125479,K1,vitamin D/calcium,Vitamin D supplementation for prevention of acute respiratory infections in older adults: A systematic review and meta-analysis.,research_v3/full_text/oa_xml/PMC11125479.xml,6c652a12d3b8af25416468c8c451f195b08ea68d310c5b1acb9905295b4b04c9,4 Discussion,"PMC11125479, 4 Discussion, p14","This meta-analysis included 12 RCTs involving 43118 participants and provided an overview of the efficacy and safety of vitamin D supplementation in preventing ARIs in older adults. For safety outcomes, the use of vitamin D supplements has no significant difference in death due to any cause, any adverse event, hypercalcinemia, and kidney stones.",kidney stone;adverse event;safety;risk,,,,meta-analysis;trial,12,codex_ai,ai_extracted_not_human_verified,true
