"priority_rank","record_id","target_id","pmid","year","title","topic_bucket","agent_priority","agent_recommendation","rationale","source_url"
"1","pubmed:41149778:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2","b6_bcomplex_neuropathy","41149778","2025","Is Vitamin B6 a Precision Therapy for Neonatal Seizures?","b6_neuropathy","manual_review_high","include_candidate_for_manual_review","Matches B6/B-complex exposure plus neuropathy/neurotoxicity signal.","https://pubmed.ncbi.nlm.nih.gov/41149778/"
"1","pubmed:41158987:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2","b6_bcomplex_neuropathy","41158987","2025","Targeting AASS alleviates neurotoxicity and improves mitochondrial function in astrocyte models for pyridoxine-dependent epilepsy.","b6_neuropathy","manual_review_high","include_candidate_for_manual_review","Matches B6/B-complex exposure plus neuropathy/neurotoxicity signal.","https://pubmed.ncbi.nlm.nih.gov/41158987/"
"1","pubmed:41221123:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2","b6_bcomplex_neuropathy","41221123","2025","New treatment for pyridoxine-dependent epilepsy due to ALDH7A1 deficiency: first proof-of-principle of upstream enzyme inhibition in the mouse.","b6_neuropathy","manual_review_high","include_candidate_for_manual_review","Matches B6/B-complex exposure plus neuropathy/neurotoxicity signal.","https://pubmed.ncbi.nlm.nih.gov/41221123/"
"1","pubmed:41385215:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2","b6_bcomplex_neuropathy","41385215","2025","Liquid tobacco-induced optic neuropathy in the tribal population of Northeast India.","b6_neuropathy","manual_review_high","include_candidate_for_manual_review","Matches B6/B-complex exposure plus neuropathy/neurotoxicity signal.","https://pubmed.ncbi.nlm.nih.gov/41385215/"
"1","pubmed:41475853:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2","b6_bcomplex_neuropathy","41475853","2025","Acute vision loss associated with vincristine therapy in T cell lymphoma.","b6_neuropathy","manual_review_high","include_candidate_for_manual_review","Matches B6/B-complex exposure plus neuropathy/neurotoxicity signal.","https://pubmed.ncbi.nlm.nih.gov/41475853/"
"1","pubmed:41917886:pubmed_high_dose_vitd_calcium_20260601T192944_fa5dea8b","high_dose_vitd_calcium","41917886","2026","Prescribing trends and clinical impact of calcium salt supplements in musculoskeletal pain: evidence from a multi-center retrospective analysis in India (TRACE study).","vitamin_d_calcium_toxicity","manual_review_high","include_candidate_for_manual_review","Matches vitamin D/calcium exposure plus calcium-toxicity or stone outcome.","https://pubmed.ncbi.nlm.nih.gov/41917886/"
"1","pubmed:41921771:pubmed_high_dose_vitd_calcium_20260601T192944_fa5dea8b","high_dose_vitd_calcium","41921771","2026","Efficacy and Safety of Titrated High-Dose Cholecalciferol Supplementation in Children and Young Adult Patients with Inflammatory Bowel Disease.","vitamin_d_calcium_toxicity","manual_review_high","include_candidate_for_manual_review","Matches vitamin D/calcium exposure plus calcium-toxicity or stone outcome.","https://pubmed.ncbi.nlm.nih.gov/41921771/"
"1","pubmed:41928901:pubmed_high_dose_vitd_calcium_20260601T192944_fa5dea8b","high_dose_vitd_calcium","41928901","2026","Safety of intravenous neridronate in pediatric patients: insights from the monocentric retrospective NAPOLEON cohort.","vitamin_d_calcium_toxicity","manual_review_high","include_candidate_for_manual_review","Matches vitamin D/calcium exposure plus calcium-toxicity or stone outcome.","https://pubmed.ncbi.nlm.nih.gov/41928901/"
"1","pubmed:41934468:pubmed_high_dose_vitd_calcium_20260601T192944_fa5dea8b","high_dose_vitd_calcium","41934468","2026","Evidence for a role of calcium and vitamin D in the regulation of manganese homeostasis and in the prevention or management of manganese-induced disease.","vitamin_d_calcium_toxicity","manual_review_high","include_candidate_for_manual_review","Matches vitamin D/calcium exposure plus calcium-toxicity or stone outcome.","https://pubmed.ncbi.nlm.nih.gov/41934468/"
"1","pubmed:41940240:pubmed_high_dose_vitd_calcium_20260601T192944_fa5dea8b","high_dose_vitd_calcium","41940240","2026","Giant Parathyroid Adenoma Masked by Severe Vitamin D Deficiency with Hypocalcemic Presentation: A Case Report.","vitamin_d_calcium_toxicity","manual_review_high","include_candidate_for_manual_review","Matches vitamin D/calcium exposure plus calcium-toxicity or stone outcome.","https://pubmed.ncbi.nlm.nih.gov/41940240/"
"1","pubmed:41947071:pubmed_high_dose_vitd_calcium_20260601T192944_fa5dea8b","high_dose_vitd_calcium","41947071","2026","Impact of different vitamin D supplementation doses on vitamin D status and bone metabolism in preterm infants.","vitamin_d_calcium_toxicity","manual_review_high","include_candidate_for_manual_review","Matches vitamin D/calcium exposure plus calcium-toxicity or stone outcome.","https://pubmed.ncbi.nlm.nih.gov/41947071/"
"1","pubmed:41954050:pubmed_high_dose_vitd_calcium_20260601T192944_fa5dea8b","high_dose_vitd_calcium","41954050","2026","Association Between Calcium Supplementation and Recurrence of Cardiovascular Events in Patients With Cardiovascular Disease: A Population-Based Cohort Study.","vitamin_d_calcium_toxicity","manual_review_high","include_candidate_for_manual_review","Matches vitamin D/calcium exposure plus calcium-toxicity or stone outcome.","https://pubmed.ncbi.nlm.nih.gov/41954050/"
"1","pubmed:41956768:pubmed_high_dose_vitd_calcium_20260601T192944_fa5dea8b","high_dose_vitd_calcium","41956768","2026","[Effect of 131iodine therapy on parathyroid function in postoperative patients with papillary thyroid carcinoma].","vitamin_d_calcium_toxicity","manual_review_high","include_candidate_for_manual_review","Matches vitamin D/calcium exposure plus calcium-toxicity or stone outcome.","https://pubmed.ncbi.nlm.nih.gov/41956768/"
"1","pubmed:41978147:pubmed_high_dose_vitd_calcium_20260601T192944_fa5dea8b","high_dose_vitd_calcium","41978147","2026","Protective Effects of Vitamin D Against Doxorubicin Chemotherapy-Induced Hepatotoxicity in Wistar Albino Rats: Evidence from 99mTc-Pyrophosphate Scintigraphy and Oxidative-Inflammatory Pathways.","vitamin_d_calcium_toxicity","manual_review_high","include_candidate_for_manual_review","Matches vitamin D/calcium exposure plus calcium-toxicity or stone outcome.","https://pubmed.ncbi.nlm.nih.gov/41978147/"
"1","pubmed:42013982:pubmed_high_dose_vitd_calcium_20260601T192944_fa5dea8b","high_dose_vitd_calcium","42013982","2026","Analysis of the effect of high doses of vitamin D on gene and protein expression in the intestine of pigs (Sus scrofa).","vitamin_d_calcium_toxicity","manual_review_high","include_candidate_for_manual_review","Matches vitamin D/calcium exposure plus calcium-toxicity or stone outcome.","https://pubmed.ncbi.nlm.nih.gov/42013982/"
"1","pubmed:42027563:pubmed_high_dose_vitd_calcium_20260601T192944_fa5dea8b","high_dose_vitd_calcium","42027563","2026","Effects of sodium bicarbonate, cholecalciferol, and protein supplementation interventions on muscle mass and metabolic disturbances in patients with chronic kidney disease: a systematic review and network meta-analysis.","vitamin_d_calcium_toxicity","manual_review_high","include_candidate_for_manual_review","Matches vitamin D/calcium exposure plus calcium-toxicity or stone outcome.","https://pubmed.ncbi.nlm.nih.gov/42027563/"
"1","pubmed:42129010:pubmed_high_dose_vitd_calcium_20260601T192944_fa5dea8b","high_dose_vitd_calcium","42129010","2026","Shining Light on Dysautonomia: The Role of Vitamin D in Cardiac Autonomic Regulation.","vitamin_d_calcium_toxicity","manual_review_high","include_candidate_for_manual_review","Matches vitamin D/calcium exposure plus calcium-toxicity or stone outcome.","https://pubmed.ncbi.nlm.nih.gov/42129010/"
"1","pubmed:42130995:pubmed_high_dose_vitd_calcium_20260601T192944_fa5dea8b","high_dose_vitd_calcium","42130995","2026","Effect of Vitamin D Supplementation Regimens on Fracture Healing and Serum Biomarker Profile in Long-Bone Fractures: A Prospective Randomized Study.","vitamin_d_calcium_toxicity","manual_review_high","include_candidate_for_manual_review","Matches vitamin D/calcium exposure plus calcium-toxicity or stone outcome.","https://pubmed.ncbi.nlm.nih.gov/42130995/"
"1","pubmed:42145024:pubmed_high_dose_vitd_calcium_20260601T192944_fa5dea8b","high_dose_vitd_calcium","42145024","2026","Overdiagnosed and Oversupplemented: The Iatrogenic Rise of Vitamin D Toxicity.","vitamin_d_calcium_toxicity","manual_review_high","include_candidate_for_manual_review","Matches vitamin D/calcium exposure plus calcium-toxicity or stone outcome.","https://pubmed.ncbi.nlm.nih.gov/42145024/"
"1","pubmed:42146312:pubmed_high_dose_vitd_calcium_20260601T192944_fa5dea8b","high_dose_vitd_calcium","42146312","2026","A Modern-Day Captain Charles Martell: Catastrophic Skeletal Manifestations of Primary Hyperparathyroidism.","vitamin_d_calcium_toxicity","manual_review_high","include_candidate_for_manual_review","Matches vitamin D/calcium exposure plus calcium-toxicity or stone outcome.","https://pubmed.ncbi.nlm.nih.gov/42146312/"
"1","pubmed:42147385:pubmed_high_dose_vitd_calcium_20260601T192944_fa5dea8b","high_dose_vitd_calcium","42147385","2026","Transcervical video-assisted mediastinoscopy for resection of an ectopic parathyroid adenoma in the mediastinum: a case report.","vitamin_d_calcium_toxicity","manual_review_high","include_candidate_for_manual_review","Matches vitamin D/calcium exposure plus calcium-toxicity or stone outcome.","https://pubmed.ncbi.nlm.nih.gov/42147385/"
"1","pubmed:42181337:pubmed_high_dose_vitd_calcium_20260601T192944_fa5dea8b","high_dose_vitd_calcium","42181337","2026","Effectiveness of Immediate Oral Calcium Supplementation After Thyroidectomy on Early Postoperative Hypocalcemia: A Retrospective Study.","vitamin_d_calcium_toxicity","manual_review_high","include_candidate_for_manual_review","Matches vitamin D/calcium exposure plus calcium-toxicity or stone outcome.","https://pubmed.ncbi.nlm.nih.gov/42181337/"
"1","pubmed:42182979:pubmed_high_dose_vitd_calcium_20260601T192944_fa5dea8b","high_dose_vitd_calcium","42182979","2026","Combined occurrence of cardiovascular and bone events in individuals with kidney stone disease.","vitamin_d_calcium_toxicity","manual_review_high","include_candidate_for_manual_review","Matches vitamin D/calcium exposure plus calcium-toxicity or stone outcome.","https://pubmed.ncbi.nlm.nih.gov/42182979/"
"1","pubmed:42126511:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef","mineral_gi_interaction","42126511","2026","Potential diagnostic, prognostic, and therapeutic implications of ferroptosis in myelodysplastic syndromes.","mineral_gi_or_absorption_interaction","manual_review_high","include_candidate_for_manual_review","Matches mineral exposure plus GI adverse effect or absorption/drug-interaction outcome.","https://pubmed.ncbi.nlm.nih.gov/42126511/"
"1","pubmed:42126811:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef","mineral_gi_interaction","42126811","2026","Nanotechnology for the treatment of iron deficiency anemia: an in vivo review.","mineral_gi_or_absorption_interaction","manual_review_high","include_candidate_for_manual_review","Matches mineral exposure plus GI adverse effect or absorption/drug-interaction outcome.","https://pubmed.ncbi.nlm.nih.gov/42126811/"
"1","pubmed:42132970:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef","mineral_gi_interaction","42132970","2026","Serum Zinc, Copper, and Lead Levels in Iraqi Gastric Cancer Patients: A Gender-Stratified Case-Control Study with ROC Diagnostic Analysis.","mineral_gi_or_absorption_interaction","manual_review_high","include_candidate_for_manual_review","Matches mineral exposure plus GI adverse effect or absorption/drug-interaction outcome.","https://pubmed.ncbi.nlm.nih.gov/42132970/"
"1","pubmed:42135934:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef","mineral_gi_interaction","42135934","2026","Why Osteosarcopenia Matters: Clinical and Investigative Implications.","mineral_gi_or_absorption_interaction","manual_review_high","include_candidate_for_manual_review","Matches mineral exposure plus GI adverse effect or absorption/drug-interaction outcome.","https://pubmed.ncbi.nlm.nih.gov/42135934/"
"1","pubmed:42135948:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef","mineral_gi_interaction","42135948","2026","Determination of the relative bioavailability of potentiated zinc oxide in sheep.","mineral_gi_or_absorption_interaction","manual_review_high","include_candidate_for_manual_review","Matches mineral exposure plus GI adverse effect or absorption/drug-interaction outcome.","https://pubmed.ncbi.nlm.nih.gov/42135948/"
"1","pubmed:42141851:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef","mineral_gi_interaction","42141851","2026","Elucidating the Pathogenic Role of Helicobacter pylori Infection in Hematologic Disorders: Mechanistic Insights and Future Perspectives.","mineral_gi_or_absorption_interaction","manual_review_high","include_candidate_for_manual_review","Matches mineral exposure plus GI adverse effect or absorption/drug-interaction outcome.","https://pubmed.ncbi.nlm.nih.gov/42141851/"
"1","pubmed:42143473:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef","mineral_gi_interaction","42143473","2026","Combined use of stable isotopes and heavy metal analysis of Microlophus atacamensis reveals anthropogenic impacts in the coastal upwelling zone, Northern Chile.","mineral_gi_or_absorption_interaction","manual_review_high","include_candidate_for_manual_review","Matches mineral exposure plus GI adverse effect or absorption/drug-interaction outcome.","https://pubmed.ncbi.nlm.nih.gov/42143473/"
"1","pubmed:42152139:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef","mineral_gi_interaction","42152139","2026","Olfactory function and an explanatory model of pica revealed through a case report.","mineral_gi_or_absorption_interaction","manual_review_high","include_candidate_for_manual_review","Matches mineral exposure plus GI adverse effect or absorption/drug-interaction outcome.","https://pubmed.ncbi.nlm.nih.gov/42152139/"
"1","pubmed:42156079:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef","mineral_gi_interaction","42156079","2026","Vitamin C Deficiency Related Cytopenias in Hematology Practice: Revisiting Risk Factors of Access and Income.","mineral_gi_or_absorption_interaction","manual_review_high","include_candidate_for_manual_review","Matches mineral exposure plus GI adverse effect or absorption/drug-interaction outcome.","https://pubmed.ncbi.nlm.nih.gov/42156079/"
"1","pubmed:42157941:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef","mineral_gi_interaction","42157941","2026","Competitive Binding of UBA52 and HOPX Modulates β-catenin Stability in Colorectal Cancer in the Context of High-Iron Intake.","mineral_gi_or_absorption_interaction","manual_review_high","include_candidate_for_manual_review","Matches mineral exposure plus GI adverse effect or absorption/drug-interaction outcome.","https://pubmed.ncbi.nlm.nih.gov/42157941/"
"1","pubmed:42160939:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef","mineral_gi_interaction","42160939","2026","Oxidative stress-induced endothelial dysfunction drives mechanical and infectious lung injury: Therapeutic potential of kaempferol in males.","mineral_gi_or_absorption_interaction","manual_review_high","include_candidate_for_manual_review","Matches mineral exposure plus GI adverse effect or absorption/drug-interaction outcome.","https://pubmed.ncbi.nlm.nih.gov/42160939/"
"1","pubmed:42169402:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef","mineral_gi_interaction","42169402","2026","Effect of Small-Quantity Lipid-Based Nutrient Supplementation on Children's Cortisol Concentration.","mineral_gi_or_absorption_interaction","manual_review_high","include_candidate_for_manual_review","Matches mineral exposure plus GI adverse effect or absorption/drug-interaction outcome.","https://pubmed.ncbi.nlm.nih.gov/42169402/"
"1","pubmed:42171972:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef","mineral_gi_interaction","42171972","2026","ZAG and Zn/ZAG Ratio in Seminal Plasma: Dual Roles in Male Semen Quality.","mineral_gi_or_absorption_interaction","manual_review_high","include_candidate_for_manual_review","Matches mineral exposure plus GI adverse effect or absorption/drug-interaction outcome.","https://pubmed.ncbi.nlm.nih.gov/42171972/"
"1","pubmed:42174738:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef","mineral_gi_interaction","42174738","2026","Dietary characteristics associated with hemoglobin and anemia among prospective first-time voluntary blood donors in Accra, Ghana.","mineral_gi_or_absorption_interaction","manual_review_high","include_candidate_for_manual_review","Matches mineral exposure plus GI adverse effect or absorption/drug-interaction outcome.","https://pubmed.ncbi.nlm.nih.gov/42174738/"
"1","pubmed:42175738:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef","mineral_gi_interaction","42175738","2026","The interplay between vitamin D status and exerkine signaling: implications for exercise adaptation in athletes: narrative review.","mineral_gi_or_absorption_interaction","manual_review_high","include_candidate_for_manual_review","Matches mineral exposure plus GI adverse effect or absorption/drug-interaction outcome.","https://pubmed.ncbi.nlm.nih.gov/42175738/"
"1","pubmed:42181090:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef","mineral_gi_interaction","42181090","2026","Maternal bis-glycinate bound zinc supplementation alters sow performance and milk metabolomic-lipidomic profiles and mitigates piglet diarrhea.","mineral_gi_or_absorption_interaction","manual_review_high","include_candidate_for_manual_review","Matches mineral exposure plus GI adverse effect or absorption/drug-interaction outcome.","https://pubmed.ncbi.nlm.nih.gov/42181090/"
"1","pubmed:42182005:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef","mineral_gi_interaction","42182005","2026","Antiviral potential of zinc ion: mechanisms and applications in viral infections.","mineral_gi_or_absorption_interaction","manual_review_high","include_candidate_for_manual_review","Matches mineral exposure plus GI adverse effect or absorption/drug-interaction outcome.","https://pubmed.ncbi.nlm.nih.gov/42182005/"
"1","pubmed:42193244:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef","mineral_gi_interaction","42193244","2026","Combined Supplementation of Live Yeast and Yeast Postbiotics Enhances Antioxidant Capacity and Intestinal Health in Weaned Piglets.","mineral_gi_or_absorption_interaction","manual_review_high","include_candidate_for_manual_review","Matches mineral exposure plus GI adverse effect or absorption/drug-interaction outcome.","https://pubmed.ncbi.nlm.nih.gov/42193244/"
"1","pubmed:42194653:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef","mineral_gi_interaction","42194653","2026","Iron Deficiency and Oral Treatments: Limitations, Pharmacokinetics, and the Role of Iron Protein Succinylate in Clinical Practice.","mineral_gi_or_absorption_interaction","manual_review_high","include_candidate_for_manual_review","Matches mineral exposure plus GI adverse effect or absorption/drug-interaction outcome.","https://pubmed.ncbi.nlm.nih.gov/42194653/"
"1","pubmed:42194759:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef","mineral_gi_interaction","42194759","2026","Adjunct Tendon Vibration and Bone Outcomes in Older Adults with Osteoporosis: A 12-Month Prospective Cohort Study.","mineral_gi_or_absorption_interaction","manual_review_high","include_candidate_for_manual_review","Matches mineral exposure plus GI adverse effect or absorption/drug-interaction outcome.","https://pubmed.ncbi.nlm.nih.gov/42194759/"
"1","pubmed:42196945:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef","mineral_gi_interaction","42196945","2026","Micronutrient Deficiencies in Heart Transplant Recipients-Scoping Review.","mineral_gi_or_absorption_interaction","manual_review_high","include_candidate_for_manual_review","Matches mineral exposure plus GI adverse effect or absorption/drug-interaction outcome.","https://pubmed.ncbi.nlm.nih.gov/42196945/"
"1","pubmed:42198820:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef","mineral_gi_interaction","42198820","2026","[Hypercaloric poultry meat product for enteral nutrition].","mineral_gi_or_absorption_interaction","manual_review_high","include_candidate_for_manual_review","Matches mineral exposure plus GI adverse effect or absorption/drug-interaction outcome.","https://pubmed.ncbi.nlm.nih.gov/42198820/"
"1","pubmed:42216694:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef","mineral_gi_interaction","42216694","2026","Predicting Depression Risk in Physically Inactive Older Adults Using Dietary Antioxidants and Machine Learning: A SHAP-Interpretable Analysis of NHANES.","mineral_gi_or_absorption_interaction","manual_review_high","include_candidate_for_manual_review","Matches mineral exposure plus GI adverse effect or absorption/drug-interaction outcome.","https://pubmed.ncbi.nlm.nih.gov/42216694/"
"1","pubmed:42218825:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef","mineral_gi_interaction","42218825","2026","Effects of dietary calcium, non-phytate phosphorus and electrolyte balance on the serum biochemical parameters and nutrient metabolism of yellow-feathered broilers fed a low-protein diet.","mineral_gi_or_absorption_interaction","manual_review_high","include_candidate_for_manual_review","Matches mineral exposure plus GI adverse effect or absorption/drug-interaction outcome.","https://pubmed.ncbi.nlm.nih.gov/42218825/"
"1","pubmed:42219438:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef","mineral_gi_interaction","42219438","2026","Iron dysregulation in the central nervous system: implications for autism spectrum disorder.","mineral_gi_or_absorption_interaction","manual_review_high","include_candidate_for_manual_review","Matches mineral exposure plus GI adverse effect or absorption/drug-interaction outcome.","https://pubmed.ncbi.nlm.nih.gov/42219438/"
"2","pubmed:41352035:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2","b6_bcomplex_neuropathy","41352035","2026","Micronutrient status among patients diagnosed with eating disorders.","off_scope_or_background","manual_review_medium","manual_review_medium","Has supplement and safety terms, but ingredient/outcome mapping is not yet specific enough.","https://pubmed.ncbi.nlm.nih.gov/41352035/"
"2","pubmed:41590508:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2","b6_bcomplex_neuropathy","41590508","2026","The Dawn of Precision Medicine in Pediatric Nephrology: Lumasiran and the Era of siRNA Therapies for Primary Hyperoxaluria Type 1.","b6_neuropathy","manual_review_medium","include_candidate_for_manual_review","Matches B6/B-complex exposure plus neuropathy/neurotoxicity signal.","https://pubmed.ncbi.nlm.nih.gov/41590508/"
"2","pubmed:41615824:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2","b6_bcomplex_neuropathy","41615824","2026","Combined B-vitamin supplementation on homocysteine and vascular outcomes in coronary heart disease: a meta-analysis.","b6_neuropathy","manual_review_medium","include_candidate_for_manual_review","Matches B6/B-complex exposure plus neuropathy/neurotoxicity signal.","https://pubmed.ncbi.nlm.nih.gov/41615824/"
"2","pubmed:41622521:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2","b6_bcomplex_neuropathy","41622521","2026","Vitamin Supplementation and Cardiovascular Disease.","b6_neuropathy","manual_review_medium","include_candidate_for_manual_review","Matches B6/B-complex exposure plus neuropathy/neurotoxicity signal.","https://pubmed.ncbi.nlm.nih.gov/41622521/"
"2","pubmed:41692080:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2","b6_bcomplex_neuropathy","41692080","2026","B vitamins in dermatology.","b6_neuropathy","manual_review_medium","include_candidate_for_manual_review","Matches B6/B-complex exposure plus neuropathy/neurotoxicity signal.","https://pubmed.ncbi.nlm.nih.gov/41692080/"
"2","pubmed:41734103:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2","b6_bcomplex_neuropathy","41734103","2026","Clinical Validation of Pharmacovigilance Algorithms in Suspected Hypersensitivity to Vitamin and Iron Preparations.","b6_neuropathy","manual_review_medium","include_candidate_for_manual_review","Matches B6/B-complex exposure plus neuropathy/neurotoxicity signal.","https://pubmed.ncbi.nlm.nih.gov/41734103/"
"2","pubmed:41900781:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2","b6_bcomplex_neuropathy","41900781","2026","Adjunctive Multicomponent Crystals of Two Anti-Tubercular Drugs with Pyridoxine.","b6_neuropathy","manual_review_medium","include_candidate_for_manual_review","Matches B6/B-complex exposure plus neuropathy/neurotoxicity signal.","https://pubmed.ncbi.nlm.nih.gov/41900781/"
"2","pubmed:42017538:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2","b6_bcomplex_neuropathy","42017538","2026","Genetic vitamin B6 deficiency exacerbates alcohol behavioral responses, metabolism, and toxicity in Drosophila.","b6_neuropathy","manual_review_medium","include_candidate_for_manual_review","Matches B6/B-complex exposure plus neuropathy/neurotoxicity signal.","https://pubmed.ncbi.nlm.nih.gov/42017538/"
"2","pubmed:42029414:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2","b6_bcomplex_neuropathy","42029414","2026","New Onset of Acne Associated With Dietary Supplements Post-Metabolic Bariatric Surgery: A Case Report and Review of the Literature.","b6_neuropathy","manual_review_medium","include_candidate_for_manual_review","Matches B6/B-complex exposure plus neuropathy/neurotoxicity signal.","https://pubmed.ncbi.nlm.nih.gov/42029414/"
